DUO_LU_D3_528_L1_1,MV2010_01231_528_L1_1,MV2010_01223_528_L1_1,DUO_LU_D3_528_L1_2,MV2010_01231_528_L1_2,MV2010_01223_528_L1_2,DUO_LU_D3_528_L1_3,MV2010_01231_528_L1_3,MV2010_01223_528_L1_3,DUO_LU_D3_528_L1_4,MV2010_01231_528_L1_4,MV2010_01223_528_L1_4,DUO_LU_D3_528_L1_5,MV2010_01231_528_L1_5,MV2010_01223_528_L1_5,DUO_LU_D3_528_L5_1,MV2010_01231_528_L5_1,MV2010_01223_528_L5_1,DUO_LU_D3_528_L5_2,MV2010_01231_528_L5_2,MV2010_01223_528_L5_2,DUO_LU_D3_528_L5_3,MV2010_01231_528_L5_3,MV2010_01223_528_L5_3
DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0,DU0_LTV1.0,LTv3.0,LTv3.0
10250,10025,10077,10252,10233,10197,10247,10185,10153,10250,10009,10025,10253,10084,10043,,,10144,,,10138,,,10139
10245,10023,10075,10250,10235,10203,10246,10189,10154,10254,10006,10030,10253,10085,10045,,,10138,,,10137,,,10139
10249,10024,10073,10245,10235,10203,10243,10186,10155,10251,9955,10031,10253,10083,10049,,,10143,,,10134,,,10135
10249,10021,10077,10246,10233,10204,10241,10187,10155,10251,9972,10030,10249,10082,10044,,,10140,,,10137,,,10135
10246,10022,10078,10248,10233,10203,10242,10185,10152,10248,10014,10032,10252,10082,10042,,,10139,,,10135,,,10135
10247,10023,10078,10253,10235,10209,10248,10187,10150,10251,10013,10034,10249,10083,10049,,,10139,,,10132,,,10141
10252,10023,10076,10253,10235,10207,10244,10185,10148,10256,10017,10029,10250,10082,10046,,,10145,,,10139,,,10139
10247,10023,10076,10250,10233,10209,10249,10185,10153,10255,10016,10032,10254,10081,10049,,,10140,,,10132,,,10139
10253,10022,10078,10248,10232,10204,10250,10182,10153,10255,10018,10030,10254,10080,10049,,,10143,,,10132,,,10132
10246,10020,10084,10253,10232,10207,10247,10184,10154,10252,10016,10034,10256,10079,10047,,,10145,,,10133,,,10132
10249,10022,10079,10251,10233,10205,10247,10183,10154,10253,10012,10032,10253,10080,10049,,,10142,,,10133,,,10133
10249,10021,10077,10249,10231,10203,10249,10181,10151,10247,10013,10033,10259,10077,10044,,,10137,,,10134,,,10137
10243,10023,10078,10249,10238,10210,10248,10184,10152,10246,10013,10031,10250,10077,10042,,,10138,,,10133,,,10138
10243,10024,10079,10249,10234,10208,10250,10183,10153,10247,10012,10031,10254,10079,10047,,,10133,,,10134,,,10133
10242,10025,10081,10249,10237,10211,10250,10183,10150,10251,10015,10027,10253,10080,10046,,,10141,,,10130,,,10134
10244,10024,10084,10254,10235,10213,10247,10182,10150,10245,10018,10030,10250,10079,10049,,,10142,,,10135,,,10136
10245,10026,10084,10245,10233,10211,10248,10181,10149,10250,10016,10029,10250,10082,10046,,,10140,,,10135,,,10139
10252,10023,10081,10248,10241,10212,10248,10183,10150,10249,10015,10033,10248,10081,10044,,,10143,,,10136,,,10138
10249,10027,10083,10252,10231,10213,10247,10181,10149,10244,10017,10028,10256,10076,10043,,,10143,,,10138,,,10135
10248,10027,10086,10252,10237,10215,10250,10180,10150,10247,10017,10032,10251,10077,10041,,,10143,,,10134,,,10133
10248,10028,10088,10255,10235,10217,10253,10182,10154,10246,10015,10030,10256,10080,10049,,,10140,,,10129,,,10134
10243,10027,10081,10257,10240,10217,10250,10181,10145,10248,10019,10029,10251,10078,10046,,,10142,,,10136,,,10140
10247,10025,10085,10251,10235,10217,10247,10180,10149,10246,10015,10028,10254,10081,10046,,,10142,,,10133,,,10135
10249,10028,10081,10256,10242,10224,10248,10181,10151,10251,10017,10033,10248,10079,10042,,,10143,,,10135,,,10134
10249,10033,10085,10251,10241,10218,10245,10181,10153,10252,10013,10025,10256,10076,10043,,,10144,,,10133,,,10137
10245,10030,10090,10252,10234,10222,10248,10184,10154,10251,10013,10029,10251,10081,10044,,,10142,,,10132,,,10130
10250,10029,10090,10252,10239,10226,10247,10179,10153,10249,10015,10033,10250,10080,10049,,,10141,,,10138,,,10134
10246,10030,10093,10251,10241,10218,10244,10182,10151,10249,10016,10029,10249,10078,10047,,,10146,,,10132,,,10141
10247,10031,10092,10249,10242,10222,10242,10185,10155,10253,10013,10029,10249,10078,10046,,,10139,,,10133,,,10134
10254,10031,10087,10252,10245,10224,10241,10182,10149,10250,10017,10028,10252,10078,10044,,,10136,,,10140,,,10133
10247,10031,10087,10247,10244,10218,10242,10180,10153,10251,10017,10032,10255,10077,10044,,,10140,,,10136,,,10138
10249,10031,10089,10248,10239,10221,10250,10179,10155,10252,10013,10034,10254,10079,10045,,,10135,,,10136,,,10137
10247,10034,10088,10251,10245,10224,10250,10177,10148,10250,10012,10031,10249,10079,10039,,,10143,,,10133,,,10136
10240,10037,10089,10249,10243,10223,10243,10176,10159,10252,10015,10034,10255,10074,10041,,,10142,,,10137,,,10133
10245,10033,10095,10251,10243,10224,10246,10181,10153,10252,10015,10031,10251,10079,10044,,,10143,,,10132,,,10137
10247,10036,10088,10251,10245,10224,10244,10181,10157,10252,10019,10027,10252,10079,10045,,,10143,,,10128,,,10130
10242,10037,10089,10251,10245,10227,10245,10179,10153,10250,10017,10030,10255,10078,10047,,,10137,,,10137,,,10134
10243,10035,10090,10247,10249,10222,10250,10182,10154,10252,10015,10032,10248,10083,10045,,,10137,,,10137,,,10137
10247,10037,10091,10250,10245,10224,10245,10180,10152,10250,10015,10034,10249,10078,10049,,,10143,,,10133,,,10141
10239,10037,10095,10244,10247,10228,10247,10181,10152,10248,10018,10030,10249,10079,10047,,,10142,,,10134,,,10130
10242,10036,10093,10252,10245,10230,10243,10173,10148,10251,10015,10026,10259,10082,10047,,,10140,,,10128,,,10135
10243,10037,10096,10252,10251,10230,10246,10177,10152,10249,10017,10030,10251,10079,10046,,,10136,,,10131,,,10131
10247,10040,10093,10248,10249,10231,10244,10180,10156,10250,10013,10036,10256,10082,10041,,,10144,,,10129,,,10138
10247,10036,10091,10253,10247,10229,10243,10179,10152,10255,10012,10030,10249,10078,10043,,,10142,,,10136,,,10135
10244,10037,10095,10251,10249,10227,10246,10178,10149,10250,10012,10029,10252,10076,10042,,,10141,,,10133,,,10141
10246,10037,10088,10252,10248,10236,10245,10177,10155,10252,10017,10030,10254,10078,10044,,,10145,,,10133,,,10136
10246,10037,10093,10257,10251,10238,10249,10181,10147,10251,10017,10033,10248,10077,10048,,,10147,,,10131,,,10134
10245,10040,10096,10249,10251,10238,10245,10177,10154,10252,10017,10031,10248,10079,10048,,,10139,,,10134,,,10133
10245,10037,10095,10254,10248,10237,10243,10178,10149,10254,10018,10032,10245,10081,10050,,,10144,,,10131,,,10138
10243,10043,10099,10253,10250,10236,10245,10179,10144,10253,10013,10030,10253,10080,10042,,,10144,,,10134,,,10137
10253,10037,10095,10253,10252,10242,10246,10178,10152,10255,10017,10036,10255,10078,10042,,,10141,,,10130,,,10139
10240,10037,10103,10250,10251,10238,10248,10177,10146,10249,10013,10030,10253,10082,10041,,,10140,,,10136,,,10139
10248,10042,10098,10250,10253,10240,10246,10178,10151,10251,10011,10034,10254,10081,10048,,,10143,,,10134,,,10132
10245,10044,10103,10249,10254,10241,10247,10177,10151,10253,10015,10034,10252,10080,10048,,,10144,,,10130,,,10133
10241,10041,10100,10249,10255,10240,10241,10176,10149,10250,10017,10031,10252,10076,10043,,,10143,,,10135,,,10138
10243,10045,10099,10249,10255,10243,10245,10179,10148,10254,10011,10028,10249,10077,10047,,,10141,,,10137,,,10137
10245,10045,10099,10251,10258,10247,10242,10177,10150,10254,10012,10034,10252,10077,10042,,,10144,,,10136,,,10134
10246,10048,10105,10250,10257,10249,10243,10179,10146,10249,10013,10032,10257,10075,10044,,,10144,,,10132,,,10141
10243,10048,10098,10249,10260,10249,10244,10180,10153,10252,10014,10031,10251,10076,10043,,,10141,,,10133,,,10138
10243,10046,10100,10245,10259,10250,10245,10179,10149,10245,10014,10030,10250,10072,10044,,,10143,,,10135,,,10133
10244,10047,10100,10252,10261,10244,10248,10179,10153,10251,10013,10031,10252,10079,10045,,,10139,,,10130,,,10137
10240,10051,10106,10248,10262,10241,10247,10180,10149,10247,10012,10027,10251,10078,10045,,,10142,,,10134,,,10138
10240,10044,10101,10246,10259,10245,10245,10172,10152,10247,10013,10028,10251,10075,10045,,,10139,,,10132,,,10135
10238,10052,10104,10247,10264,10246,10240,10180,10153,10249,10012,10028,10250,10081,10042,,,10139,,,10134,,,10142
10240,10047,10104,10243,10261,10249,10241,10177,10148,10245,10018,10033,10252,10075,10039,,,10136,,,10133,,,10138
10235,10049,10104,10243,10264,10250,10246,10175,10150,10237,10015,10031,10255,10079,10049,,,10141,,,10134,,,10137
10244,10050,10104,10249,10262,10252,10243,10177,10152,10241,10018,10029,10250,10074,10039,,,10138,,,10134,,,10140
10247,10049,10107,10247,10265,10252,10246,10173,10154,10245,10020,10025,10253,10076,10039,,,10137,,,10136,,,10136
10244,10054,10107,10241,10263,10251,10250,10179,10155,10246,10017,10036,10251,10078,10042,,,10146,,,10129,,,10135
10248,10055,10108,10249,10266,10252,10249,10179,10154,10242,10019,10031,10251,10083,10044,,,10137,,,10132,,,10137
10245,10051,10108,10243,10266,10251,10245,10179,10152,10245,10015,10031,10250,10076,10044,,,10140,,,10132,,,10133
10242,10052,10107,10245,10265,10254,10244,10176,10148,10246,10023,10037,10253,10075,10051,,,10141,,,10135,,,10134
10246,10050,10107,10245,10268,10259,10244,10177,10145,10247,10017,10033,10258,10075,10048,,,10138,,,10133,,,10133
10246,10053,10114,10249,10272,10257,10245,10178,10150,10249,10017,10029,10253,10077,10046,,,10144,,,10133,,,10136
10241,10054,10111,10243,10271,10258,10238,10178,10149,10247,10019,10034,10253,10079,10045,,,10142,,,10132,,,10134
10241,10051,10107,10253,10269,10255,10245,10180,10154,10248,10019,10037,10254,10082,10045,,,10149,,,10130,,,10134
10241,10052,10111,10245,10274,10257,10246,10179,10149,10247,10020,10033,10253,10078,10042,,,10143,,,10133,,,10140
10244,10053,10112,10247,10276,10255,10249,10182,10152,10250,10016,10035,10249,10083,10046,,,10143,,,10135,,,10129
10239,10054,10111,10253,10275,10260,10245,10175,10153,10248,10019,10035,10254,10077,10046,,,10141,,,10135,,,10138
10235,10054,10110,10253,10277,10260,10245,10179,10152,10248,10020,10028,10247,10079,10050,,,10140,,,10133,,,10135
10246,10055,10108,10250,10280,10262,10247,10183,10149,10246,10019,10039,10248,10079,10045,,,10139,,,10138,,,10131
10243,10052,10109,10251,10276,10265,10256,10176,10149,10249,10019,10034,10242,10077,10044,,,10144,,,10135,,,10137
10242,10054,10114,10254,10279,10266,10254,10179,10145,10249,10017,10032,10251,10078,10044,,,10141,,,10131,,,10136
10239,10055,10113,10250,10281,10261,10249,10177,10151,10254,10016,10034,10248,10078,10039,,,10142,,,10131,,,10133
10241,10060,10113,10248,10281,10264,10246,10173,10146,10254,10019,10034,10247,10080,10042,,,10139,,,10134,,,10133
10240,10056,10113,10247,10281,10267,10244,10179,10142,10258,10017,10037,10250,10080,10041,,,10142,,,10133,,,10136
10245,10057,10110,10246,10284,10267,10243,10177,10148,10255,10019,10038,10246,10077,10045,,,10133,,,10134,,,10133
10239,10061,10110,10249,10283,10266,10244,10174,10147,10257,10018,10040,10248,10077,10041,,,10143,,,10134,,,10139
10237,10057,10116,10251,10289,10264,10250,10177,10150,10259,10014,10036,10250,10081,10043,,,10135,,,10136,,,10138
10237,10061,10108,10249,10290,10266,10245,10174,10148,10253,10015,10040,10252,10080,10041,,,10134,,,10138,,,10134
10241,10060,10110,10249,10285,10265,10247,10174,10157,10255,10019,10038,10255,10078,10048,,,10139,,,10127,,,10136
10242,10061,10107,10253,10288,10270,10250,10175,10153,10252,10019,10041,10256,10077,10039,,,10134,,,10129,,,10134
10240,10065,10113,10245,10287,10269,10248,10177,10153,10252,10020,10039,10252,10077,10038,,,10144,,,10132,,,10139
10242,10062,10113,10250,10292,10269,10247,10175,10152,10251,10019,10041,10250,10078,10044,,,10136,,,10134,,,10140
10244,10066,10107,10251,10291,10267,10243,10178,10150,10253,10016,10035,10252,10075,10043,,,10139,,,10133,,,10135
10242,10064,10114,10253,10295,10266,10245,10177,10149,10250,10015,10038,10258,10077,10047,,,10147,,,10131,,,10139
10239,10064,10108,10248,10297,10268,10245,10178,10149,10250,10015,10041,10258,10076,10046,,,10136,,,10133,,,10139
10241,10063,10111,10245,10299,10268,10243,10177,10151,10256,10015,10037,10258,10077,10045,,,10139,,,10129,,,10135
10247,10065,10112,10244,10300,10267,10253,10176,10144,10253,10015,10038,10256,10075,10048,,,10135,,,10131,,,10135
10242,10065,10115,10245,10295,10271,10253,10174,10147,10255,10015,10039,10259,10075,10048,,,10138,,,10129,,,10139
10243,10066,10118,10247,10301,10276,10247,10174,10149,10251,10015,10039,10255,10074,10047,,,10144,,,10134,,,10140
10242,10067,10113,10248,10299,10270,10249,10176,10147,10251,10019,10042,10255,10073,10047,,,10140,,,10130,,,10138
10241,10067,10117,10248,10301,10263,10247,10180,10149,10250,10020,10044,10251,10077,10043,,,10140,,,10132,,,10138
10241,10069,10112,10253,10299,10269,10242,10177,10153,10254,10017,10039,10252,10079,10046,,,10136,,,10129,,,10137
10241,10070,10112,10250,10301,10273,10250,10175,10151,10257,10022,10034,10250,10074,10042,,,10136,,,10130,,,10133
10243,10069,10111,10246,10310,10270,10249,10177,10154,10259,10017,10038,10251,10075,10039,,,10146,,,10133,,,10138
10244,10069,10115,10246,10302,10267,10251,10179,10151,10251,10015,10040,10251,10077,10046,,,10143,,,10125,,,10130
10245,10068,10117,10248,10307,10271,10249,10179,10150,10252,10023,10035,10254,10073,10040,,,10139,,,10132,,,10135
10238,10067,10116,10249,10306,10272,10247,10179,10148,10252,10020,10039,10257,10076,10046,,,10140,,,10131,,,10135
10246,10069,10116,10248,10303,10275,10251,10175,10147,10249,10018,10037,10249,10077,10037,,,10141,,,10131,,,10134
10239,10071,10113,10245,10306,10268,10245,10174,10147,10251,10018,10037,10259,10074,10041,,,10146,,,10135,,,10132
10242,10069,10113,10252,10311,10269,10253,10179,10145,10253,10016,10038,10253,10075,10044,,,10148,,,10137,,,10136
10242,10068,10115,10248,10308,10272,10250,10175,10148,10251,10016,10039,10253,10076,10038,,,10148,,,10134,,,10134
10249,10073,10113,10249,10311,10275,10253,10174,10147,10250,10017,10040,10255,10077,10041,,,10137,,,10132,,,10138
10237,10071,10120,10246,10311,10269,10249,10179,10147,10251,10022,10034,10257,10078,10043,,,10143,,,10128,,,10135
10246,10074,10117,10252,10311,10270,10251,10181,10147,10254,10019,10042,10255,10075,10042,,,10138,,,10130,,,10136
10243,10073,10114,10253,10313,10276,10247,10179,10147,10252,10021,10035,10256,10077,10047,,,10145,,,10130,,,10134
10242,10078,10115,10248,10317,10271,10248,10175,10156,10249,10021,10038,10258,10075,10040,,,10144,,,10130,,,10139
10246,10074,10118,10250,10309,10268,10247,10177,10147,10251,10020,10039,10252,10077,10042,,,10139,,,10135,,,10134
10241,10075,10114,10248,10314,10270,10245,10174,10146,10246,10023,10042,10253,10075,10039,,,10146,,,10133,,,10139
10239,10073,10119,10247,10318,10269,10247,10174,10145,10245,10023,10038,10254,10077,10041,,,10148,,,10131,,,10137
10236,10073,10121,10256,10317,10274,10242,10179,10145,10250,10019,10043,10257,10073,10038,,,10144,,,10134,,,10134
10248,10073,10115,10246,10316,10267,10242,10175,10149,10252,10020,10041,10255,10076,10042,,,10140,,,10133,,,10134
10242,10072,10115,10249,10313,10272,10244,10177,10152,10251,10019,10037,10255,10075,10041,,,10137,,,10132,,,10140
10239,10075,10117,10245,10317,10271,10245,10175,10148,10254,10019,10037,10256,10072,10039,,,10144,,,10135,,,10137
10246,10073,10118,10248,10317,10270,10249,10178,10148,10253,10019,10040,10256,10074,10045,,,10146,,,10130,,,10138
10242,10075,10112,10249,10317,10268,10242,10174,10147,10250,10019,10043,10252,10075,10039,,,10139,,,10128,,,10135
10244,10071,10115,10245,10317,10272,10246,10173,10148,10252,10018,10043,10251,10076,10040,,,10140,,,10125,,,10135
10240,10074,10116,10246,10316,10265,10245,10175,10145,10252,10016,10040,10256,10074,10045,,,10139,,,10127,,,10134
10242,10075,10118,10245,10321,10267,10244,10180,10146,10248,10019,10039,10250,10075,10038,,,10139,,,10130,,,10137
10246,10075,10113,10246,10318,10265,10247,10171,10140,10252,10021,10036,10254,10071,10043,,,10145,,,10132,,,10134
10243,10077,10116,10251,10319,10264,10250,10177,10147,10255,10022,10039,10255,10075,10047,,,10143,,,10130,,,10139
10245,10078,10119,10246,10320,10266,10248,10174,10147,10254,10024,10041,10255,10075,10038,,,10142,,,10130,,,10140
10245,10071,10119,10243,10320,10263,10242,10174,10142,10255,10021,10039,10259,10074,10042,,,10140,,,10125,,,10139
10245,10075,10115,10246,10321,10259,10248,10174,10142,10251,10024,10041,10254,10072,10039,,,10141,,,10130,,,10134
10241,10073,10116,10243,10319,10260,10242,10174,10145,10253,10022,10045,10257,10071,10046,,,10146,,,10131,,,10141
10240,10074,10117,10245,10321,10267,10244,10170,10146,10247,10025,10040,10252,10072,10041,,,10144,,,10132,,,10138
10243,10077,10119,10244,10321,10261,10247,10171,10145,10250,10019,10042,10257,10073,10041,,,10141,,,10132,,,10135
10239,10075,10117,10249,10322,10266,10245,10176,10145,10250,10022,10042,10260,10071,10040,,,10141,,,10133,,,10142
10238,10077,10119,10251,10321,10260,10246,10172,10148,10248,10026,10040,10254,10071,10044,,,10147,,,10125,,,10137
10245,10075,10119,10250,10321,10263,10247,10172,10147,10251,10021,10044,10254,10077,10039,,,10147,,,10134,,,10138
10240,10077,10121,10250,10319,10264,10251,10173,10143,10250,10022,10042,10259,10073,10042,,,10143,,,10123,,,10137
10245,10075,10120,10250,10321,10262,10246,10174,10143,10249,10026,10040,10253,10071,10041,,,10146,,,10129,,,10141
10241,10075,10120,10248,10320,10254,10247,10175,10140,10250,10023,10040,10254,10072,10041,,,10139,,,10129,,,10137
10246,10080,10121,10249,10318,10255,10248,10175,10145,10249,10023,10038,10255,10072,10041,,,10141,,,10130,,,10137
10246,10078,10115,10253,10322,10255,10243,10173,10138,10246,10025,10039,10260,10071,10046,,,10147,,,10128,,,10136
10240,10082,10115,10251,10325,10253,10246,10175,10144,10252,10022,10039,10258,10075,10038,,,10145,,,10125,,,10138
10245,10079,10121,10250,10325,10255,10254,10176,10146,10251,10021,10043,10259,10074,10043,,,10145,,,10127,,,10138
10240,10081,10119,10243,10325,10256,10256,10170,10150,10250,10023,10041,10259,10074,10040,,,10142,,,10127,,,10140
10240,10078,10118,10248,10324,10255,10254,10175,10148,10249,10021,10041,10260,10075,10041,,,10146,,,10129,,,10134
10243,10081,10120,10253,10327,10257,10248,10177,10150,10252,10022,10041,10255,10069,10045,,,10145,,,10132,,,10136
10242,10075,10121,10252,10325,10252,10246,10173,10146,10254,10027,10044,10257,10071,10042,,,10141,,,10137,,,10139
10243,10079,10120,10247,10317,10251,10247,10176,10144,10250,10023,10043,10252,10075,10034,,,10142,,,10127,,,10137
10240,10080,10117,10244,10319,10254,10252,10176,10144,10249,10025,10042,10255,10073,10040,,,10143,,,10126,,,10143
10242,10078,10120,10244,10322,10249,10252,10172,10138,10250,10028,10047,10253,10077,10040,,,10147,,,10131,,,10141
10242,10079,10116,10249,10317,10249,10249,10172,10143,10246,10027,10051,10258,10077,10044,,,10146,,,10131,,,10138
10237,10076,10119,10246,10318,10247,10250,10175,10140,10247,10025,10043,10257,10074,10041,,,10142,,,10127,,,10136
10243,10080,10112,10250,10320,10245,10253,10174,10146,10249,10024,10051,10258,10071,10039,,,10153,,,10129,,,10140
10245,10078,10121,10247,10321,10247,10247,10171,10149,10251,10021,10048,10256,10073,10039,,,10142,,,10128,,,10137
10243,10078,10119,10252,10317,10249,10249,10172,10144,10249,10025,10049,10256,10070,10040,,,10150,,,10126,,,10137
10239,10083,10115,10246,10319,10243,10244,10177,10142,10246,10023,10045,10252,10074,10041,,,10146,,,10128,,,10135
10242,10083,10123,10245,10317,10237,10242,10176,10143,10253,10022,10048,10250,10074,10043,,,10145,,,10130,,,10139
10240,10084,10119,10246,10321,10243,10249,10173,10140,10252,10026,10045,10251,10073,10041,,,10142,,,10130,,,10134
10238,10081,10115,10242,10317,10233,10245,10170,10140,10251,10025,10047,10250,10075,10046,,,10145,,,10133,,,10136
10241,10080,10115,10245,10320,10239,10246,10171,10144,10254,10022,10049,10251,10072,10042,,,10137,,,10132,,,10134
10240,10079,10115,10244,10315,10233,10247,10172,10149,10249,10023,10046,10249,10070,10042,,,10140,,,10130,,,10134
10238,10079,10119,10245,10316,10237,10249,10171,10143,10251,10022,10047,10252,10071,10043,,,10140,,,10133,,,10134
10237,10082,10119,10249,10313,10231,10255,10173,10143,10247,10022,10049,10251,10075,10039,,,10147,,,10132,,,10134
10238,10080,10121,10250,10313,10232,10251,10171,10140,10250,10018,10050,10251,10069,10041,,,10145,,,10126,,,10129
10239,10078,10119,10251,10316,10229,10251,10172,10139,10250,10021,10048,10253,10071,10040,,,10146,,,10129,,,10136
10238,10080,10120,10249,10313,10233,10253,10165,10143,10250,10025,10051,10251,10071,10043,,,10142,,,10122,,,10140
10240,10081,10119,10247,10313,10228,10249,10169,10147,10247,10025,10048,10254,10074,10042,,,10148,,,10131,,,10141
10240,10083,10120,10246,10305,10227,10253,10168,10143,10239,10024,10050,10249,10073,10040,,,10139,,,10131,,,10138
10241,10079,10114,10247,10307,10231,10247,10172,10140,10248,10025,10053,10254,10073,10040,,,10143,,,10125,,,10135
10241,10079,10119,10249,10309,10229,10247,10168,10145,10243,10026,10055,10251,10074,10044,,,10142,,,10127,,,10135
10243,10080,10120,10249,10307,10232,10245,10169,10141,10245,10028,10050,10253,10072,10039,,,10142,,,10129,,,10136
10238,10077,10118,10249,10307,10229,10248,10171,10140,10251,10029,10057,10255,10075,10041,,,10146,,,10128,,,10137
10242,10082,10119,10249,10307,10226,10245,10173,10142,10250,10028,10056,10254,10071,10045,,,10144,,,10123,,,10136
10242,10081,10120,10248,10303,10221,10243,10172,10144,10245,10029,10055,10249,10073,10036,,,10142,,,10131,,,10137
10245,10084,10118,10251,10308,10221,10248,10174,10142,10248,10027,10053,10245,10069,10044,,,10143,,,10129,,,10138
10237,10083,10117,10249,10304,10221,10245,10169,10142,10249,10029,10054,10247,10073,10037,,,10145,,,10132,,,10135
10242,10081,10117,10252,10303,10221,10251,10173,10143,10250,10032,10055,10251,10071,10042,,,10145,,,10130,,,10139
10241,10083,10118,10249,10303,10217,10251,10169,10138,10245,10026,10059,10253,10070,10036,,,10145,,,10131,,,10131
10244,10088,10117,10247,10298,10217,10246,10172,10136,10245,10031,10050,10255,10069,10046,,,10146,,,10129,,,10138
10242,10086,10125,10248,10296,10216,10247,10169,10137,10248,10031,10060,10248,10068,10038,,,10144,,,10132,,,10139
10240,10082,10117,10249,10301,10221,10250,10172,10142,10248,10025,10054,10254,10071,10042,,,10146,,,10127,,,10139
10240,10083,10115,10245,10296,10213,10245,10171,10141,10255,10028,10059,10249,10067,10042,,,10143,,,10129,,,10138
10243,10087,10118,10246,10295,10218,10249,10169,10143,10252,10029,10058,10252,10069,10040,,,10143,,,10128,,,10140
10250,10082,10118,10245,10294,10212,10247,10165,10136,10246,10025,10053,10248,10069,10041,,,10147,,,10129,,,10136
10242,10081,10123,10248,10292,10208,10248,10168,10140,10246,10031,10049,10249,10069,10036,,,10144,,,10130,,,10139
10244,10083,10121,10245,10294,10209,10249,10170,10135,10249,10029,10059,10245,10068,10037,,,10147,,,10131,,,10137
10241,10085,10116,10245,10295,10202,10248,10174,10142,10248,10030,10061,10243,10067,10037,,,10149,,,10129,,,10133
10241,10086,10116,10247,10295,10208,10252,10171,10141,10256,10029,10054,10247,10065,10037,,,10151,,,10126,,,10139
10244,10081,10120,10245,10299,10206,10247,10169,10139,10250,10030,10059,10247,10067,10037,,,10148,,,10126,,,10134
10242,10083,10120,10246,10292,10210,10252,10171,10143,10252,10032,10055,10246,10067,10040,,,10141,,,10134,,,10138
10243,10083,10118,10251,10289,10204,10251,10171,10141,10249,10029,10057,10252,10067,10036,,,10142,,,10129,,,10143
10245,10083,10118,10245,10284,10204,10249,10166,10140,10252,10031,10059,10251,10069,10043,,,10143,,,10127,,,10133
10239,10085,10120,10243,10285,10201,10248,10169,10135,10251,10029,10059,10250,10069,10042,,,10146,,,10124,,,10135
10241,10086,10119,10249,10287,10200,10250,10171,10135,10250,10033,10061,10251,10069,10039,,,10142,,,10129,,,10133
10243,10082,10124,10251,10282,10205,10250,10170,10145,10251,10033,10057,10252,10072,10032,,,10149,,,10130,,,10131
10247,10087,10117,10247,10276,10198,10253,10168,10143,10254,10031,10060,10257,10070,10042,,,10144,,,10131,,,10133
10241,10086,10114,10250,10281,10198,10249,10167,10141,10255,10033,10054,10256,10069,10036,,,10141,,,10130,,,10141
10238,10084,10117,10247,10279,10198,10248,10170,10137,10251,10033,10063,10250,10062,10039,,,10145,,,10128,,,10136
10241,10083,10120,10248,10279,10189,10249,10170,10137,10252,10032,10060,10250,10067,10041,,,10146,,,10129,,,10135
10243,10085,10109,10249,10275,10191,10250,10168,10134,10253,10034,10062,10249,10068,10038,,,10145,,,10128,,,10134
10246,10083,10113,10249,10273,10193,10248,10169,10147,10251,10031,10060,10257,10065,10040,,,10144,,,10132,,,10138
10240,10083,10119,10243,10273,10198,10253,10170,10143,10253,10037,10061,10251,10067,10036,,,10143,,,10127,,,10133
10237,10082,10116,10246,10271,10191,10247,10167,10137,10256,10033,10063,10255,10067,10040,,,10146,,,10126,,,10132
10240,10085,10118,10250,10260,10188,10248,10171,10138,10255,10034,10059,10257,10063,10044,,,10146,,,10130,,,10143
10241,10086,10113,10241,10260,10193,10247,10171,10139,10255,10033,10059,10254,10066,10040,,,10148,,,10134,,,10140
10239,10084,10116,10243,10262,10193,10250,10167,10143,10250,10039,10059,10253,10067,10042,,,10143,,,10127,,,10131
10240,10088,10119,10249,10263,10187,10250,10173,10144,10251,10036,10064,10256,10069,10037,,,10139,,,10128,,,10139
10237,10084,10117,10244,10262,10184,10247,10169,10140,10252,10036,10062,10258,10066,10040,,,10148,,,10128,,,10139
10242,10081,10117,10247,10265,10185,10245,10167,10141,10250,10033,10065,10257,10067,10036,,,10146,,,10129,,,10137
10237,10085,10119,10242,10264,10183,10248,10169,10139,10250,10036,10064,10251,10068,10041,,,10142,,,10128,,,10135
10236,10084,10117,10244,10262,10186,10246,10169,10143,10254,10035,10065,10248,10067,10041,,,10138,,,10129,,,10135
10234,10085,10116,10243,10267,10184,10252,10169,10135,10256,10040,10066,10253,10062,10044,,,10148,,,10130,,,10142
10240,10082,10119,10239,10264,10181,10247,10169,10137,10254,10041,10062,10252,10068,10039,,,10140,,,10136,,,10139
10244,10084,10117,10242,10259,10176,10254,10169,10139,10252,10038,10063,10249,10065,10044,,,10143,,,10129,,,10137
10241,10083,10118,10245,10259,10182,10256,10167,10132,10251,10041,10069,10249,10063,10042,,,10146,,,10134,,,10135
10240,10085,10122,10244,10255,10179,10249,10169,10140,10257,10041,10063,10249,10064,10043,,,10147,,,10128,,,10138
10248,10083,10116,10242,10256,10179,10253,10167,10141,10252,10042,10069,10254,10066,10038,,,10146,,,10131,,,10131
10240,10086,10117,10249,10255,10172,10251,10167,10138,10249,10039,10064,10257,10070,10040,,,10140,,,10125,,,10137
